,loss,accuracy,val_loss,val_accuracy
0,0.7159376740455627,0.5187739729881287,0.6781014800071716,0.5919540524482727
1,0.6904013752937317,0.5553640127182007,0.6587743163108826,0.6586207151412964
2,0.6752009391784668,0.5792145729064941,0.6414604187011719,0.6835249066352844
3,0.6616614460945129,0.6061302423477173,0.6232179403305054,0.692337155342102
4,0.6488728523254395,0.6260536313056946,0.6076891422271729,0.6977011561393738
5,0.6382417678833008,0.6425287127494812,0.5940446853637695,0.7022988796234131
6,0.622472882270813,0.6642720103263855,0.5792211294174194,0.7084290981292725
7,0.6150782704353333,0.6681992411613464,0.5664320588111877,0.7180076837539673
8,0.6032318472862244,0.6855363845825195,0.5550997257232666,0.7237547636032104
9,0.5906821489334106,0.6985632181167603,0.5424506068229675,0.7310344576835632
10,0.5790492296218872,0.7118774056434631,0.5303184986114502,0.7406130433082581
11,0.573157012462616,0.7104406356811523,0.5195474028587341,0.7478927373886108
12,0.5696829557418823,0.7150382995605469,0.5106150507926941,0.7574712634086609
13,0.5546817779541016,0.7213601469993591,0.49936556816101074,0.7624521255493164
14,0.5474777221679688,0.7343869805335999,0.48903709650039673,0.7662835121154785
15,0.5366186499595642,0.7390804886817932,0.4788690209388733,0.7731800675392151
16,0.5212129950523376,0.7509578466415405,0.46501773595809937,0.7804597616195679
17,0.5160937309265137,0.7526819705963135,0.4555041193962097,0.7896551489830017
18,0.5142304301261902,0.757758617401123,0.446258008480072,0.7996168732643127
19,0.5024098753929138,0.7660919427871704,0.4350787103176117,0.8065134286880493
20,0.48994022607803345,0.7675287127494812,0.42512762546539307,0.8145594000816345
21,0.48573583364486694,0.7742336988449097,0.41610267758369446,0.8275862336158752
22,0.47546881437301636,0.7802681922912598,0.40444833040237427,0.8371647596359253
23,0.4649655520915985,0.7877394556999207,0.3953647017478943,0.8375478982925415
24,0.4631222188472748,0.7888888716697693,0.3875460922718048,0.8444444537162781
25,0.4485318958759308,0.8006705045700073,0.37724390625953674,0.8513410091400146
26,0.44855138659477234,0.8012452125549316,0.372159868478775,0.8532567024230957
27,0.4433095157146454,0.8049808144569397,0.3651309311389923,0.8567050099372864
28,0.4432900547981262,0.8024904131889343,0.3593780994415283,0.8628352284431458
29,0.43354514241218567,0.8081417679786682,0.3561815619468689,0.8670498132705688
30,0.4276115596294403,0.8109195232391357,0.35018089413642883,0.8689655065536499
31,0.4175497889518738,0.8164750933647156,0.3426939845085144,0.8689655065536499
32,0.41364824771881104,0.8218390941619873,0.3371206820011139,0.8739463686943054
33,0.40820032358169556,0.8276820182800293,0.33242473006248474,0.8766283392906189
34,0.4108946919441223,0.8200191855430603,0.32912468910217285,0.8785440325737
35,0.4038422107696533,0.828927218914032,0.3243367373943329,0.882758617401123
36,0.4046429693698883,0.8293103575706482,0.3221994936466217,0.882758617401123
37,0.39191335439682007,0.8392720222473145,0.3173374831676483,0.8839080333709717
38,0.3938690721988678,0.8367816209793091,0.31578996777534485,0.8823754787445068
39,0.3793642818927765,0.8420498371124268,0.3088087737560272,0.8865900635719299
40,0.3839574158191681,0.8388888835906982,0.30555495619773865,0.8873563408851624
41,0.3812519907951355,0.8431034684181213,0.3037782907485962,0.8873563408851624
42,0.3761269152164459,0.8432950377464294,0.3002271056175232,0.8923371434211731
43,0.36913663148880005,0.8465517163276672,0.2961268126964569,0.8938697576522827
44,0.3767075836658478,0.8477969169616699,0.2949365973472595,0.8946360349655151
45,0.3653388023376465,0.8502873778343201,0.29191023111343384,0.8969348669052124
46,0.36248189210891724,0.8477969169616699,0.2879425585269928,0.8969348669052124
47,0.3604799211025238,0.857758641242981,0.28490376472473145,0.8984674215316772
48,0.3572596311569214,0.8539271950721741,0.2821134924888611,0.8999999761581421
49,0.3531455993652344,0.8575670719146729,0.2800634503364563,0.9011494517326355
50,0.35413458943367004,0.8580459952354431,0.2786104381084442,0.8999999761581421
51,0.34780094027519226,0.8588122725486755,0.27419954538345337,0.9011494517326355
52,0.3442789912223816,0.8629310131072998,0.2717810273170471,0.9019157290458679
53,0.3415071666240692,0.8623563051223755,0.26990222930908203,0.9026820063591003
54,0.34064435958862305,0.8636015057563782,0.2686861455440521,0.9034482836723328
55,0.3356207609176636,0.8686781525611877,0.26533329486846924,0.9026820063591003
56,0.3340715765953064,0.8676245212554932,0.2637951374053955,0.9049808382987976
57,0.3331233561038971,0.8665708899497986,0.261819988489151,0.9061302542686462
58,0.3233802914619446,0.8712643384933472,0.2599218487739563,0.9053639769554138
59,0.3277953863143921,0.8707854151725769,0.25752782821655273,0.9042145609855652
60,0.3238210380077362,0.876724123954773,0.2552599608898163,0.9045976996421814
61,0.3217833638191223,0.8765325546264648,0.2543254494667053,0.9049808382987976
62,0.31410327553749084,0.8777777552604675,0.25112679600715637,0.9076628088951111
63,0.3161074221134186,0.8752873539924622,0.24883568286895752,0.9099617004394531
64,0.31953784823417664,0.8741379380226135,0.2476492077112198,0.9099617004394531
65,0.30837634205818176,0.8772030472755432,0.2457304447889328,0.9095785617828369
66,0.3069278299808502,0.8802682161331177,0.24384412169456482,0.9111111164093018
67,0.30393439531326294,0.8825670480728149,0.24121451377868652,0.911494255065918
68,0.30282366275787354,0.8829501867294312,0.23987022042274475,0.9122605323791504
69,0.30387336015701294,0.8832375407218933,0.23902246356010437,0.911494255065918
70,0.30095577239990234,0.8817049860954285,0.2376694232225418,0.9137930870056152
71,0.2926594018936157,0.8855363726615906,0.2359113097190857,0.9149425029754639
72,0.2979828119277954,0.8846743106842041,0.2342584729194641,0.9172413945198059
73,0.29050588607788086,0.8887931108474731,0.231878399848938,0.9164751172065735
74,0.2989068329334259,0.8822796940803528,0.23145706951618195,0.9168582558631897
75,0.2899399399757385,0.8854405879974365,0.2283388376235962,0.9168582558631897
76,0.2939409017562866,0.8886973261833191,0.22732140123844147,0.9172413945198059
77,0.28790321946144104,0.8855363726615906,0.22664617002010345,0.9157088398933411
78,0.28701984882354736,0.8862069249153137,0.22587399184703827,0.9168582558631897
79,0.2855991721153259,0.890325665473938,0.22552527487277985,0.9168582558631897
